1.3527 	WARNING 	Movie2 stim could not be imported and won't be available
83.0063 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
83.0063 	EXP 	grating: pos = array([-5.,  0.])
83.0063 	EXP 	grating: sf = array([ 2.,  2.])
83.0064 	EXP 	window1: recordFrameIntervals = False
83.2599 	EXP 	fixation: autoDraw = True
83.5135 	EXP 	grating: autoDraw = True
83.6470 	EXP 	grating: autoDraw = False
84.0209 	DATA 	Keypress: left
84.0219 	EXP 	window1: recordFrameIntervals = False
84.0341 	EXP 	grating: autoDraw = False
84.0341 	EXP 	fixation: autoDraw = False
84.0341 	EXP 	grating: color = '[ 0.01258925  0.01258925  0.01258925] (rgb)'
84.0341 	EXP 	grating: pos = array([ 5.,  0.])
84.0341 	EXP 	grating: sf = array([ 2.,  2.])
84.0341 	EXP 	window1: recordFrameIntervals = False
84.2876 	EXP 	fixation: autoDraw = True
84.5413 	EXP 	grating: autoDraw = True
84.6747 	EXP 	grating: autoDraw = False
84.8351 	DATA 	Keypress: right
84.8361 	EXP 	window1: recordFrameIntervals = False
84.8483 	EXP 	grating: autoDraw = False
84.8483 	EXP 	fixation: autoDraw = False
84.8483 	EXP 	grating: color = '[ 0.03162278  0.03162278  0.03162278] (rgb)'
84.8483 	EXP 	grating: pos = array([-5.,  0.])
84.8483 	EXP 	grating: sf = array([ 8.,  8.])
84.8483 	EXP 	window1: recordFrameIntervals = False
85.1018 	EXP 	fixation: autoDraw = True
85.3555 	EXP 	grating: autoDraw = True
85.4890 	EXP 	grating: autoDraw = False
85.9429 	DATA 	Keypress: right
85.9439 	EXP 	window1: recordFrameIntervals = False
85.9561 	EXP 	grating: autoDraw = False
85.9561 	EXP 	fixation: autoDraw = False
85.9561 	EXP 	grating: color = '[ 0.00199526  0.00199526  0.00199526] (rgb)'
85.9561 	EXP 	grating: pos = array([-5.,  0.])
85.9561 	EXP 	grating: sf = array([ 8.,  8.])
85.9561 	EXP 	window1: recordFrameIntervals = False
86.2097 	EXP 	fixation: autoDraw = True
86.4633 	EXP 	grating: autoDraw = True
86.5967 	EXP 	grating: autoDraw = False
86.7970 	DATA 	Keypress: left
86.7981 	EXP 	window1: recordFrameIntervals = False
86.8103 	EXP 	grating: autoDraw = False
86.8103 	EXP 	fixation: autoDraw = False
86.8103 	EXP 	grating: color = '[ 0.00199526  0.00199526  0.00199526] (rgb)'
86.8103 	EXP 	grating: pos = array([ 5.,  0.])
86.8103 	EXP 	grating: sf = array([ 8.,  8.])
86.8103 	EXP 	window1: recordFrameIntervals = False
87.0639 	EXP 	fixation: autoDraw = True
87.3175 	EXP 	grating: autoDraw = True
87.4510 	EXP 	grating: autoDraw = False
87.8115 	DATA 	Keypress: left
87.8126 	EXP 	window1: recordFrameIntervals = False
87.8247 	EXP 	grating: autoDraw = False
87.8247 	EXP 	fixation: autoDraw = False
87.8247 	EXP 	grating: color = '[ 0.03981072  0.03981072  0.03981072] (rgb)'
87.8247 	EXP 	grating: pos = array([-5.,  0.])
87.8247 	EXP 	grating: sf = array([ 8.,  8.])
87.8248 	EXP 	window1: recordFrameIntervals = False
88.0783 	EXP 	fixation: autoDraw = True
88.3319 	EXP 	grating: autoDraw = True
88.4654 	EXP 	grating: autoDraw = False
88.5857 	DATA 	Keypress: left
88.5866 	EXP 	window1: recordFrameIntervals = False
88.5989 	EXP 	grating: autoDraw = False
88.5989 	EXP 	fixation: autoDraw = False
88.5989 	EXP 	grating: color = '[ 0.01258925  0.01258925  0.01258925] (rgb)'
88.5989 	EXP 	grating: pos = array([-5.,  0.])
88.5989 	EXP 	grating: sf = array([ 2.,  2.])
88.5989 	EXP 	window1: recordFrameIntervals = False
88.8658 	EXP 	fixation: autoDraw = True
89.1061 	EXP 	grating: autoDraw = True
89.2396 	EXP 	grating: autoDraw = False
89.4399 	DATA 	Keypress: right
89.4409 	EXP 	window1: recordFrameIntervals = False
89.4531 	EXP 	grating: autoDraw = False
89.4531 	EXP 	fixation: autoDraw = False
89.4531 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
89.4531 	EXP 	grating: pos = array([ 5.,  0.])
89.4531 	EXP 	grating: sf = array([ 2.,  2.])
89.4531 	EXP 	window1: recordFrameIntervals = False
89.4898 	DATA 	Keypress: down
89.7067 	EXP 	fixation: autoDraw = True
89.9603 	EXP 	grating: autoDraw = True
90.0938 	EXP 	grating: autoDraw = False
90.7213 	DATA 	Keypress: right
90.7223 	EXP 	window1: recordFrameIntervals = False
90.7345 	EXP 	grating: autoDraw = False
90.7345 	EXP 	fixation: autoDraw = False
90.7345 	EXP 	grating: color = '[ 0.03981072  0.03981072  0.03981072] (rgb)'
90.7345 	EXP 	grating: pos = array([-5.,  0.])
90.7345 	EXP 	grating: sf = array([ 8.,  8.])
90.7345 	EXP 	window1: recordFrameIntervals = False
91.0014 	EXP 	fixation: autoDraw = True
91.2416 	EXP 	grating: autoDraw = True
91.3751 	EXP 	grating: autoDraw = False
91.4820 	DATA 	Keypress: right
91.4830 	EXP 	window1: recordFrameIntervals = False
91.4952 	EXP 	grating: autoDraw = False
91.4952 	EXP 	fixation: autoDraw = False
91.4952 	EXP 	grating: color = '[ 0.01584893  0.01584893  0.01584893] (rgb)'
91.4952 	EXP 	grating: pos = array([-5.,  0.])
91.4952 	EXP 	grating: sf = array([ 2.,  2.])
91.4953 	EXP 	window1: recordFrameIntervals = False
91.7488 	EXP 	fixation: autoDraw = True
92.0025 	EXP 	grating: autoDraw = True
92.1359 	EXP 	grating: autoDraw = False
92.4030 	DATA 	Keypress: left
92.4040 	EXP 	window1: recordFrameIntervals = False
92.4162 	EXP 	grating: autoDraw = False
92.4162 	EXP 	fixation: autoDraw = False
92.4162 	EXP 	grating: color = '[ 0.00562341  0.00562341  0.00562341] (rgb)'
92.4162 	EXP 	grating: pos = array([ 5.,  0.])
92.4162 	EXP 	grating: sf = array([ 2.,  2.])
92.4163 	EXP 	window1: recordFrameIntervals = False
92.6831 	EXP 	fixation: autoDraw = True
92.9234 	EXP 	grating: autoDraw = True
93.0569 	EXP 	grating: autoDraw = False
93.5376 	DATA 	Keypress: left
93.5386 	EXP 	window1: recordFrameIntervals = False
93.5507 	EXP 	grating: autoDraw = False
93.5507 	EXP 	fixation: autoDraw = False
93.5507 	EXP 	grating: color = '[ 0.00251189  0.00251189  0.00251189] (rgb)'
93.5507 	EXP 	grating: pos = array([ 5.,  0.])
93.5507 	EXP 	grating: sf = array([ 8.,  8.])
93.5508 	EXP 	window1: recordFrameIntervals = False
93.8176 	EXP 	fixation: autoDraw = True
94.0579 	EXP 	grating: autoDraw = True
94.1914 	EXP 	grating: autoDraw = False
94.7788 	DATA 	Keypress: left
94.7798 	EXP 	window1: recordFrameIntervals = False
94.7920 	EXP 	grating: autoDraw = False
94.7920 	EXP 	fixation: autoDraw = False
94.7920 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
94.7920 	EXP 	grating: pos = array([-5.,  0.])
94.7920 	EXP 	grating: sf = array([ 2.,  2.])
94.7921 	EXP 	window1: recordFrameIntervals = False
95.0456 	EXP 	fixation: autoDraw = True
95.2993 	EXP 	grating: autoDraw = True
95.4327 	EXP 	grating: autoDraw = False
95.6331 	DATA 	Keypress: left
95.6340 	EXP 	window1: recordFrameIntervals = False
95.6463 	EXP 	grating: autoDraw = False
95.6463 	EXP 	fixation: autoDraw = False
95.6463 	EXP 	grating: color = '[ 0.05011872  0.05011872  0.05011872] (rgb)'
95.6463 	EXP 	grating: pos = array([ 5.,  0.])
95.6463 	EXP 	grating: sf = array([ 8.,  8.])
95.6463 	EXP 	window1: recordFrameIntervals = False
95.9132 	EXP 	fixation: autoDraw = True
96.1535 	EXP 	grating: autoDraw = True
96.2870 	EXP 	grating: autoDraw = False
96.6608 	DATA 	Keypress: left
96.6619 	EXP 	window1: recordFrameIntervals = False
96.6740 	EXP 	grating: autoDraw = False
96.6740 	EXP 	fixation: autoDraw = False
96.6740 	EXP 	grating: color = '[ 0.01584893  0.01584893  0.01584893] (rgb)'
96.6740 	EXP 	grating: pos = array([ 5.,  0.])
96.6740 	EXP 	grating: sf = array([ 2.,  2.])
96.6741 	EXP 	window1: recordFrameIntervals = False
96.9409 	EXP 	fixation: autoDraw = True
97.1013 	DATA 	Keypress: right
97.1812 	EXP 	grating: autoDraw = True
97.3147 	EXP 	grating: autoDraw = False
97.7953 	DATA 	Keypress: right
97.7963 	EXP 	window1: recordFrameIntervals = False
97.8087 	EXP 	grating: autoDraw = False
97.8087 	EXP 	fixation: autoDraw = False
97.8087 	EXP 	grating: color = '[ 0.00316228  0.00316228  0.00316228] (rgb)'
97.8087 	EXP 	grating: pos = array([ 5.,  0.])
97.8087 	EXP 	grating: sf = array([ 8.,  8.])
97.8088 	EXP 	window1: recordFrameIntervals = False
98.0621 	EXP 	fixation: autoDraw = True
98.3157 	EXP 	grating: autoDraw = True
98.4492 	EXP 	grating: autoDraw = False
99.0366 	DATA 	Keypress: right
99.0376 	EXP 	window1: recordFrameIntervals = False
99.0498 	EXP 	grating: autoDraw = False
99.0498 	EXP 	fixation: autoDraw = False
99.0498 	EXP 	grating: color = '[ 0.01584893  0.01584893  0.01584893] (rgb)'
99.0498 	EXP 	grating: pos = array([-5.,  0.])
99.0498 	EXP 	grating: sf = array([ 2.,  2.])
99.0499 	EXP 	window1: recordFrameIntervals = False
99.3034 	EXP 	fixation: autoDraw = True
99.5570 	EXP 	grating: autoDraw = True
99.6906 	EXP 	grating: autoDraw = False
100.1044 	DATA 	Keypress: left
100.1054 	EXP 	window1: recordFrameIntervals = False
100.1176 	EXP 	grating: autoDraw = False
100.1176 	EXP 	fixation: autoDraw = False
100.1176 	EXP 	grating: color = '[ 0.06309573  0.06309573  0.06309573] (rgb)'
100.1176 	EXP 	grating: pos = array([ 5.,  0.])
100.1176 	EXP 	grating: sf = array([ 8.,  8.])
100.1177 	EXP 	window1: recordFrameIntervals = False
100.3712 	EXP 	fixation: autoDraw = True
100.6248 	EXP 	grating: autoDraw = True
100.7583 	EXP 	grating: autoDraw = False
101.2390 	DATA 	Keypress: right
101.2400 	EXP 	window1: recordFrameIntervals = False
101.2521 	EXP 	grating: autoDraw = False
101.2521 	EXP 	fixation: autoDraw = False
101.2521 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
101.2521 	EXP 	grating: pos = array([ 5.,  0.])
101.2521 	EXP 	grating: sf = array([ 2.,  2.])
101.2522 	EXP 	window1: recordFrameIntervals = False
101.5191 	EXP 	fixation: autoDraw = True
101.7594 	EXP 	grating: autoDraw = True
101.8928 	EXP 	grating: autoDraw = False
102.6938 	DATA 	Keypress: right
102.6948 	EXP 	window1: recordFrameIntervals = False
102.7070 	EXP 	grating: autoDraw = False
102.7070 	EXP 	fixation: autoDraw = False
102.7070 	EXP 	grating: color = '[ 0.00316228  0.00316228  0.00316228] (rgb)'
102.7070 	EXP 	grating: pos = array([ 5.,  0.])
102.7070 	EXP 	grating: sf = array([ 8.,  8.])
102.7071 	EXP 	window1: recordFrameIntervals = False
102.9606 	EXP 	fixation: autoDraw = True
103.2142 	EXP 	grating: autoDraw = True
103.3477 	EXP 	grating: autoDraw = False
103.4413 	DATA 	Keypress: right
103.4423 	EXP 	window1: recordFrameIntervals = False
103.4544 	EXP 	grating: autoDraw = False
103.4544 	EXP 	fixation: autoDraw = False
103.4544 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
103.4544 	EXP 	grating: pos = array([ 5.,  0.])
103.4544 	EXP 	grating: sf = array([ 2.,  2.])
103.4545 	EXP 	window1: recordFrameIntervals = False
103.7081 	EXP 	fixation: autoDraw = True
103.9617 	EXP 	grating: autoDraw = True
104.0951 	EXP 	grating: autoDraw = False
104.3489 	DATA 	Keypress: right
104.3499 	EXP 	window1: recordFrameIntervals = False
104.3621 	EXP 	grating: autoDraw = False
104.3621 	EXP 	fixation: autoDraw = False
104.3621 	EXP 	grating: color = '[ 0.06309573  0.06309573  0.06309573] (rgb)'
104.3621 	EXP 	grating: pos = array([-5.,  0.])
104.3621 	EXP 	grating: sf = array([ 8.,  8.])
104.3621 	EXP 	window1: recordFrameIntervals = False
104.6290 	EXP 	fixation: autoDraw = True
104.8693 	EXP 	grating: autoDraw = True
105.0028 	EXP 	grating: autoDraw = False
105.0163 	DATA 	Keypress: right
105.0173 	EXP 	window1: recordFrameIntervals = False
105.0295 	EXP 	grating: autoDraw = False
105.0295 	EXP 	fixation: autoDraw = False
105.0295 	EXP 	grating: color = '[ 0.00316228  0.00316228  0.00316228] (rgb)'
105.0295 	EXP 	grating: pos = array([ 5.,  0.])
105.0295 	EXP 	grating: sf = array([ 8.,  8.])
105.0295 	EXP 	window1: recordFrameIntervals = False
105.2964 	EXP 	fixation: autoDraw = True
105.5366 	EXP 	grating: autoDraw = True
105.6701 	EXP 	grating: autoDraw = False
106.4044 	DATA 	Keypress: left
106.4055 	EXP 	window1: recordFrameIntervals = False
106.4176 	EXP 	grating: autoDraw = False
106.4176 	EXP 	fixation: autoDraw = False
106.4176 	EXP 	grating: color = '[ 0.01258925  0.01258925  0.01258925] (rgb)'
106.4176 	EXP 	grating: pos = array([ 5.,  0.])
106.4176 	EXP 	grating: sf = array([ 2.,  2.])
106.4176 	EXP 	window1: recordFrameIntervals = False
106.6712 	EXP 	fixation: autoDraw = True
106.9248 	EXP 	grating: autoDraw = True
107.0582 	EXP 	grating: autoDraw = False
107.0984 	DATA 	Keypress: left
107.0995 	EXP 	window1: recordFrameIntervals = False
107.1116 	EXP 	grating: autoDraw = False
107.1116 	EXP 	fixation: autoDraw = False
107.1116 	EXP 	grating: color = '[ 0.00398107  0.00398107  0.00398107] (rgb)'
107.1116 	EXP 	grating: pos = array([-5.,  0.])
107.1116 	EXP 	grating: sf = array([ 8.,  8.])
107.1117 	EXP 	window1: recordFrameIntervals = False
107.3652 	EXP 	fixation: autoDraw = True
107.6188 	EXP 	grating: autoDraw = True
107.7523 	EXP 	grating: autoDraw = False
107.9393 	DATA 	Keypress: left
107.9403 	EXP 	window1: recordFrameIntervals = False
107.9525 	EXP 	grating: autoDraw = False
107.9525 	EXP 	fixation: autoDraw = False
107.9525 	EXP 	grating: color = '[ 0.07943282  0.07943282  0.07943282] (rgb)'
107.9525 	EXP 	grating: pos = array([-5.,  0.])
107.9525 	EXP 	grating: sf = array([ 8.,  8.])
107.9526 	EXP 	window1: recordFrameIntervals = False
108.2061 	EXP 	fixation: autoDraw = True
108.4597 	EXP 	grating: autoDraw = True
108.5932 	EXP 	grating: autoDraw = False
108.7268 	DATA 	Keypress: right
108.7278 	EXP 	window1: recordFrameIntervals = False
108.7400 	EXP 	grating: autoDraw = False
108.7400 	EXP 	fixation: autoDraw = False
108.7400 	EXP 	grating: color = '[ 0.00562341  0.00562341  0.00562341] (rgb)'
108.7400 	EXP 	grating: pos = array([ 5.,  0.])
108.7400 	EXP 	grating: sf = array([ 2.,  2.])
108.7401 	EXP 	window1: recordFrameIntervals = False
109.0070 	EXP 	fixation: autoDraw = True
109.2472 	EXP 	grating: autoDraw = True
109.3807 	EXP 	grating: autoDraw = False
109.4075 	DATA 	Keypress: left
109.4085 	EXP 	window1: recordFrameIntervals = False
109.4207 	EXP 	grating: autoDraw = False
109.4207 	EXP 	fixation: autoDraw = False
109.4207 	EXP 	grating: color = '[ 0.01412538  0.01412538  0.01412538] (rgb)'
109.4207 	EXP 	grating: pos = array([-5.,  0.])
109.4207 	EXP 	grating: sf = array([ 2.,  2.])
109.4208 	EXP 	window1: recordFrameIntervals = False
109.6877 	EXP 	fixation: autoDraw = True
109.9280 	EXP 	grating: autoDraw = True
110.0614 	EXP 	grating: autoDraw = False
110.4353 	DATA 	Keypress: left
110.4363 	EXP 	window1: recordFrameIntervals = False
110.4485 	EXP 	grating: autoDraw = False
110.4485 	EXP 	fixation: autoDraw = False
110.4485 	EXP 	grating: color = '[ 0.00398107  0.00398107  0.00398107] (rgb)'
110.4485 	EXP 	grating: pos = array([-5.,  0.])
110.4485 	EXP 	grating: sf = array([ 8.,  8.])
110.4486 	EXP 	window1: recordFrameIntervals = False
110.7021 	EXP 	fixation: autoDraw = True
110.9557 	EXP 	grating: autoDraw = True
111.0892 	EXP 	grating: autoDraw = False
111.4096 	DATA 	Keypress: left
111.4106 	EXP 	window1: recordFrameIntervals = False
111.4228 	EXP 	grating: autoDraw = False
111.4228 	EXP 	fixation: autoDraw = False
111.4228 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
111.4228 	EXP 	grating: pos = array([-5.,  0.])
111.4228 	EXP 	grating: sf = array([ 2.,  2.])
111.4229 	EXP 	window1: recordFrameIntervals = False
111.6764 	EXP 	fixation: autoDraw = True
111.9301 	EXP 	grating: autoDraw = True
112.0635 	EXP 	grating: autoDraw = False
112.4507 	DATA 	Keypress: left
112.4517 	EXP 	window1: recordFrameIntervals = False
112.4639 	EXP 	grating: autoDraw = False
112.4639 	EXP 	fixation: autoDraw = False
112.4639 	EXP 	grating: color = '[ 0.01412538  0.01412538  0.01412538] (rgb)'
112.4639 	EXP 	grating: pos = array([-5.,  0.])
112.4639 	EXP 	grating: sf = array([ 2.,  2.])
112.4640 	EXP 	window1: recordFrameIntervals = False
112.7309 	EXP 	fixation: autoDraw = True
112.9711 	EXP 	grating: autoDraw = True
113.1046 	EXP 	grating: autoDraw = False
113.4785 	DATA 	Keypress: left
113.4795 	EXP 	window1: recordFrameIntervals = False
113.4917 	EXP 	grating: autoDraw = False
113.4917 	EXP 	fixation: autoDraw = False
113.4917 	EXP 	grating: color = '[ 0.1  0.1  0.1] (rgb)'
113.4917 	EXP 	grating: pos = array([ 5.,  0.])
113.4917 	EXP 	grating: sf = array([ 8.,  8.])
113.4918 	EXP 	window1: recordFrameIntervals = False
113.7586 	EXP 	fixation: autoDraw = True
113.9989 	EXP 	grating: autoDraw = True
114.1324 	EXP 	grating: autoDraw = False
114.5463 	DATA 	Keypress: left
114.5473 	EXP 	window1: recordFrameIntervals = False
114.5595 	EXP 	grating: autoDraw = False
114.5595 	EXP 	fixation: autoDraw = False
114.5595 	EXP 	grating: color = '[ 0.00398107  0.00398107  0.00398107] (rgb)'
114.5595 	EXP 	grating: pos = array([ 5.,  0.])
114.5595 	EXP 	grating: sf = array([ 8.,  8.])
114.5595 	EXP 	window1: recordFrameIntervals = False
114.8131 	EXP 	fixation: autoDraw = True
115.0667 	EXP 	grating: autoDraw = True
115.2001 	EXP 	grating: autoDraw = False
115.5873 	DATA 	Keypress: left
115.5884 	EXP 	window1: recordFrameIntervals = False
115.6006 	EXP 	grating: autoDraw = False
115.6006 	EXP 	fixation: autoDraw = False
115.6006 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
115.6006 	EXP 	grating: pos = array([-5.,  0.])
115.6006 	EXP 	grating: sf = array([ 2.,  2.])
115.6006 	EXP 	window1: recordFrameIntervals = False
115.8542 	EXP 	fixation: autoDraw = True
116.1078 	EXP 	grating: autoDraw = True
116.2412 	EXP 	grating: autoDraw = False
116.5216 	DATA 	Keypress: left
116.5226 	EXP 	window1: recordFrameIntervals = False
116.5348 	EXP 	grating: autoDraw = False
116.5348 	EXP 	fixation: autoDraw = False
116.5348 	EXP 	grating: color = '[ 0.12589254  0.12589254  0.12589254] (rgb)'
116.5348 	EXP 	grating: pos = array([ 5.,  0.])
116.5348 	EXP 	grating: sf = array([ 8.,  8.])
116.5349 	EXP 	window1: recordFrameIntervals = False
116.7885 	EXP 	fixation: autoDraw = True
117.0421 	EXP 	grating: autoDraw = True
117.1755 	EXP 	grating: autoDraw = False
118.4303 	DATA 	Keypress: right
118.4313 	EXP 	window1: recordFrameIntervals = False
118.4436 	EXP 	grating: autoDraw = False
118.4436 	EXP 	fixation: autoDraw = False
118.4436 	EXP 	grating: color = '[ 0.01412538  0.01412538  0.01412538] (rgb)'
118.4436 	EXP 	grating: pos = array([-5.,  0.])
118.4436 	EXP 	grating: sf = array([ 2.,  2.])
118.4436 	EXP 	window1: recordFrameIntervals = False
118.7105 	EXP 	fixation: autoDraw = True
118.9508 	EXP 	grating: autoDraw = True
119.0842 	EXP 	grating: autoDraw = False
120.3526 	DATA 	Keypress: left
120.3666 	EXP 	window1: recordFrameIntervals = False
120.3789 	EXP 	grating: autoDraw = False
120.3789 	EXP 	fixation: autoDraw = False
120.3789 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
120.3789 	EXP 	grating: pos = array([-5.,  0.])
120.3789 	EXP 	grating: sf = array([ 2.,  2.])
120.3790 	EXP 	window1: recordFrameIntervals = False
120.6459 	EXP 	fixation: autoDraw = True
120.8862 	EXP 	grating: autoDraw = True
121.0196 	EXP 	grating: autoDraw = False
122.1943 	DATA 	Keypress: right
122.1954 	EXP 	window1: recordFrameIntervals = False
122.2075 	EXP 	grating: autoDraw = False
122.2075 	EXP 	fixation: autoDraw = False
122.2075 	EXP 	grating: color = '[ 0.12589254  0.12589254  0.12589254] (rgb)'
122.2075 	EXP 	grating: pos = array([ 5.,  0.])
122.2075 	EXP 	grating: sf = array([ 8.,  8.])
122.2075 	EXP 	window1: recordFrameIntervals = False
122.4744 	EXP 	fixation: autoDraw = True
122.7147 	EXP 	grating: autoDraw = True
122.8482 	EXP 	grating: autoDraw = False
123.2621 	DATA 	Keypress: right
123.2631 	EXP 	window1: recordFrameIntervals = False
123.2753 	EXP 	grating: autoDraw = False
123.2753 	EXP 	fixation: autoDraw = False
123.2753 	EXP 	grating: color = '[ 0.00501187  0.00501187  0.00501187] (rgb)'
123.2753 	EXP 	grating: pos = array([ 5.,  0.])
123.2753 	EXP 	grating: sf = array([ 8.,  8.])
123.2753 	EXP 	window1: recordFrameIntervals = False
123.5422 	EXP 	fixation: autoDraw = True
123.7825 	EXP 	grating: autoDraw = True
123.9160 	EXP 	grating: autoDraw = False
124.2631 	DATA 	Keypress: right
124.2642 	EXP 	window1: recordFrameIntervals = False
124.2764 	EXP 	grating: autoDraw = False
124.2764 	EXP 	fixation: autoDraw = False
124.2764 	EXP 	grating: color = '[ 0.01258925  0.01258925  0.01258925] (rgb)'
124.2764 	EXP 	grating: pos = array([-5.,  0.])
124.2764 	EXP 	grating: sf = array([ 2.,  2.])
124.2764 	EXP 	window1: recordFrameIntervals = False
124.5300 	EXP 	fixation: autoDraw = True
124.7836 	EXP 	grating: autoDraw = True
124.9170 	EXP 	grating: autoDraw = False
125.2909 	DATA 	Keypress: left
125.2919 	EXP 	window1: recordFrameIntervals = False
125.3041 	EXP 	grating: autoDraw = False
125.3041 	EXP 	fixation: autoDraw = False
125.3041 	EXP 	grating: color = '[ 0.00707946  0.00707946  0.00707946] (rgb)'
125.3041 	EXP 	grating: pos = array([-5.,  0.])
125.3041 	EXP 	grating: sf = array([ 2.,  2.])
125.3041 	EXP 	window1: recordFrameIntervals = False
125.5577 	EXP 	fixation: autoDraw = True
125.8113 	EXP 	grating: autoDraw = True
125.9447 	EXP 	grating: autoDraw = False
126.1718 	DATA 	Keypress: right
126.1729 	EXP 	window1: recordFrameIntervals = False
126.1850 	EXP 	grating: autoDraw = False
126.1850 	EXP 	fixation: autoDraw = False
126.1850 	EXP 	grating: color = '[ 0.12589254  0.12589254  0.12589254] (rgb)'
126.1850 	EXP 	grating: pos = array([-5.,  0.])
126.1850 	EXP 	grating: sf = array([ 8.,  8.])
126.1851 	EXP 	window1: recordFrameIntervals = False
126.4520 	EXP 	fixation: autoDraw = True
126.6922 	EXP 	grating: autoDraw = True
126.8259 	EXP 	grating: autoDraw = False
127.2396 	DATA 	Keypress: left
127.2406 	EXP 	window1: recordFrameIntervals = False
127.2528 	EXP 	grating: autoDraw = False
127.2528 	EXP 	fixation: autoDraw = False
127.2528 	EXP 	grating: color = '[ 0.01258925  0.01258925  0.01258925] (rgb)'
127.2528 	EXP 	grating: pos = array([-5.,  0.])
127.2528 	EXP 	grating: sf = array([ 2.,  2.])
127.2529 	EXP 	window1: recordFrameIntervals = False
127.5197 	EXP 	fixation: autoDraw = True
127.7600 	EXP 	grating: autoDraw = True
127.8536 	DATA 	Keypress: right
127.8546 	EXP 	window1: recordFrameIntervals = False
127.8668 	EXP 	grating: autoDraw = False
127.8668 	EXP 	fixation: autoDraw = False
127.8668 	EXP 	grating: color = '[ 0.00501187  0.00501187  0.00501187] (rgb)'
127.8668 	EXP 	grating: pos = array([-5.,  0.])
127.8668 	EXP 	grating: sf = array([ 8.,  8.])
127.8669 	EXP 	window1: recordFrameIntervals = False
128.1204 	EXP 	fixation: autoDraw = True
128.3740 	EXP 	grating: autoDraw = True
128.5074 	EXP 	grating: autoDraw = False
128.7612 	DATA 	Keypress: right
128.7622 	EXP 	window1: recordFrameIntervals = False
128.7744 	EXP 	grating: autoDraw = False
128.7744 	EXP 	fixation: autoDraw = False
128.7744 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
128.7744 	EXP 	grating: pos = array([ 5.,  0.])
128.7744 	EXP 	grating: sf = array([ 8.,  8.])
128.7745 	EXP 	window1: recordFrameIntervals = False
129.0413 	EXP 	fixation: autoDraw = True
129.2816 	EXP 	grating: autoDraw = True
129.4151 	EXP 	grating: autoDraw = False
129.4953 	DATA 	Keypress: right
129.4963 	EXP 	window1: recordFrameIntervals = False
129.5085 	EXP 	grating: autoDraw = False
129.5085 	EXP 	fixation: autoDraw = False
129.5085 	EXP 	grating: color = '[ 0.1  0.1  0.1] (rgb)'
129.5085 	EXP 	grating: pos = array([-5.,  0.])
129.5085 	EXP 	grating: sf = array([ 8.,  8.])
129.5085 	EXP 	window1: recordFrameIntervals = False
129.7754 	EXP 	fixation: autoDraw = True
130.0157 	EXP 	grating: autoDraw = True
130.1492 	EXP 	grating: autoDraw = False
130.5497 	DATA 	Keypress: left
130.5507 	EXP 	window1: recordFrameIntervals = False
130.5630 	EXP 	grating: autoDraw = False
130.5630 	EXP 	fixation: autoDraw = False
130.5630 	EXP 	grating: color = '[ 0.01412538  0.01412538  0.01412538] (rgb)'
130.5630 	EXP 	grating: pos = array([ 5.,  0.])
130.5630 	EXP 	grating: sf = array([ 2.,  2.])
130.5630 	EXP 	window1: recordFrameIntervals = False
130.8166 	EXP 	fixation: autoDraw = True
131.0702 	EXP 	grating: autoDraw = True
131.2036 	EXP 	grating: autoDraw = False
131.4174 	DATA 	Keypress: right
131.4184 	EXP 	window1: recordFrameIntervals = False
131.4305 	EXP 	grating: autoDraw = False
131.4305 	EXP 	fixation: autoDraw = False
131.4305 	EXP 	grating: color = '[ 0.00794328  0.00794328  0.00794328] (rgb)'
131.4305 	EXP 	grating: pos = array([ 5.,  0.])
131.4305 	EXP 	grating: sf = array([ 2.,  2.])
131.4306 	EXP 	window1: recordFrameIntervals = False
131.6841 	EXP 	fixation: autoDraw = True
131.9377 	EXP 	grating: autoDraw = True
132.0712 	EXP 	grating: autoDraw = False
132.1247 	DATA 	Keypress: right
132.1260 	EXP 	window1: recordFrameIntervals = False
132.1379 	EXP 	grating: autoDraw = False
132.1379 	EXP 	fixation: autoDraw = False
132.1379 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
132.1379 	EXP 	grating: pos = array([ 5.,  0.])
132.1379 	EXP 	grating: sf = array([ 8.,  8.])
132.1380 	EXP 	window1: recordFrameIntervals = False
132.4049 	EXP 	fixation: autoDraw = True
132.6451 	EXP 	grating: autoDraw = True
132.7786 	EXP 	grating: autoDraw = False
132.8055 	DATA 	Keypress: right
132.8065 	EXP 	window1: recordFrameIntervals = False
132.8187 	EXP 	grating: autoDraw = False
132.8187 	EXP 	fixation: autoDraw = False
